px,py,pz,qx,qy,qz,qw
0.229245,0.016340,0.744277,-0.00404518,0.11356167,0.06167522,0.99160655
0.224736,0.014006,0.759589,0.00111111,0.11778135,0.06353291,0.99100448
0.220227,0.011673,0.774900,0.00626704,0.12199510,0.06538742,0.99035469
0.215717,0.009339,0.790211,0.01142286,0.12620313,0.06723885,0.98965712
0.210443,0.006940,0.805752,0.01669204,0.12926537,0.06998139,0.98899669
0.205168,0.004541,0.821294,0.02196075,0.13232193,0.07272093,0.98829161
0.199895,0.002142,0.836834,0.02722775,0.13537212,0.07545681,0.98754205
0.194755,0.000810,0.852884,0.03233617,0.13652911,0.07783912,0.98704369
0.189616,-0.000522,0.868932,0.03744322,0.13768149,0.08021870,0.98651243
0.184477,-0.001854,0.884982,0.04254936,0.13882935,0.08259576,0.98594823
0.176754,0.001259,0.898833,0.04711256,0.13914707,0.08593565,0.98541035
0.169031,0.004372,0.912684,0.05167419,0.13946029,0.08927273,0.98484059
0.161315,0.008129,0.923694,0.05310850,0.13891579,0.09228547,0.98456350
0.153599,0.011887,0.934704,0.05454222,0.13836967,0.09529722,0.98427507
0.145883,0.015644,0.945714,0.05597531,0.13782197,0.09830785,0.98397532
0.137604,0.022363,0.951003,0.05659948,0.13684586,0.10144869,0.98375702
0.129324,0.029081,0.956293,0.05722302,0.13586820,0.10458839,0.98352764
0.121042,0.035803,0.961584,0.05784614,0.13488867,0.10772803,0.98328711
0.112157,0.043337,0.964029,0.05784934,0.13307885,0.11056878,0.98321819
0.103269,0.050875,0.966475,0.05785187,0.13126675,0.11340949,0.98313808
0.094381,0.058413,0.968922,0.05785375,0.12945313,0.11624895,0.98304680
0.086582,0.064551,0.972160,0.05738787,0.12731727,0.11737449,0.98321929
0.078782,0.070689,0.975398,0.05692159,0.12518040,0.11849944,0.98338583
0.070984,0.076826,0.978636,0.05645505,0.12304321,0.11962345,0.98354635
0.065031,0.083330,0.981588,0.05714120,0.12176250,0.12097439,0.98350088
0.059077,0.089833,0.984541,0.05782715,0.12048126,0.12232490,0.98345153
0.053125,0.096336,0.987493,0.05851284,0.11919959,0.12367488,0.98339831
0.050216,0.104671,0.988840,0.06039161,0.11820040,0.12515131,0.98321853
0.047307,0.113006,0.990187,0.06226993,0.11720043,0.12662687,0.98303212
0.044398,0.121340,0.991534,0.06414783,0.11619967,0.12810156,0.98283909
0.045449,0.130361,0.992582,0.06476609,0.11580944,0.12771762,0.98289457
0.046499,0.139383,0.993630,0.06538430,0.11541913,0.12733359,0.98294937
0.047549,0.148404,0.994679,0.06600248,0.11502874,0.12694948,0.98300351
0.052171,0.159452,0.993952,0.06773029,0.11587683,0.12665341,0.98282454
0.056794,0.170500,0.993226,0.06945794,0.11672452,0.12635684,0.98264181
0.061417,0.181550,0.992499,0.07118560,0.11757190,0.12605975,0.98245529
0.069194,0.193992,0.990920,0.07307912,0.12101130,0.12678019,0.98180573
0.076968,0.206427,0.989341,0.07497032,0.12444667,0.12749813,0.98114051
0.084744,0.218867,0.987761,0.07686097,0.12788124,0.12821424,0.98045902
0.094598,0.233488,0.986030,0.08107706,0.13034901,0.13119117,0.97940008
0.104453,0.248109,0.984299,0.08529047,0.13281240,0.13416370,0.97830798
0.114308,0.262730,0.982567,0.08950102,0.13527131,0.13713171,0.97718275
0.123979,0.276536,0.982533,0.09315219,0.13755908,0.13984248,0.97613741
0.133651,0.290342,0.982498,0.09680106,0.13984326,0.14254963,0.97506565
0.143322,0.304147,0.982464,0.10044696,0.14212344,0.14525267,0.97396766
0.151323,0.316116,0.984952,0.10179142,0.14471077,0.14628589,0.97329222
0.159325,0.328086,0.987441,0.10313485,0.14729664,0.14731765,0.97260702
0.167326,0.340055,0.989929,0.10447724,0.14988102,0.14834793,0.97191207
0.173145,0.351522,0.992233,0.10457869,0.15136133,0.14976225,0.97145474
0.178962,0.362987,0.994536,0.10467965,0.15284066,0.15117561,0.97099322
0.184779,0.374453,0.996839,0.10478016,0.15431947,0.15258845,0.97052738
0.190237,0.386357,0.998445,0.10449552,0.15411132,0.15344240,0.97045650
0.195693,0.398258,1.000050,0.10421084,0.15390307,0.15429606,0.97038480
0.201150,0.410160,1.001655,0.10392606,0.15369469,0.15514964,0.97031227
0.205202,0.421556,1.002468,0.10242125,0.15267943,0.15459943,0.97072030
0.209253,0.432950,1.003281,0.10091616,0.15166368,0.15404868,0.97112464
0.213305,0.444346,1.004094,0.09941060,0.15064730,0.15349732,0.97152535
0.214965,0.457918,1.002437,0.09967596,0.14917810,0.15393821,0.97165510
0.216626,0.471491,1.000781,0.09994106,0.14770858,0.15437872,0.97178247
0.218286,0.485064,0.999124,0.10020593,0.14623867,0.15481886,0.97190748
0.219023,0.498559,0.997739,0.09720408,0.14477713,0.15185729,0.97289789
0.219760,0.512054,0.996353,0.09420023,0.14331258,0.14889257,0.97386797
0.220497,0.525549,0.994968,0.09119439,0.14184502,0.14592471,0.97481770
0.220121,0.541747,0.992564,0.08875139,0.13955933,0.14211117,0.97593586
0.219746,0.557943,0.990161,0.08630640,0.13727024,0.13829442,0.97702750
0.219371,0.574139,0.987757,0.08385897,0.13497735,0.13447377,0.97809283
0.217533,0.588998,0.984348,0.08223642,0.13171085,0.13212033,0.97899624
0.215695,0.603855,0.980940,0.08061233,0.12844194,0.12976442,0.97988036
0.213857,0.618712,0.977532,0.07898670,0.12517059,0.12740603,0.98074519
0.212019,0.633571,0.974123,0.07735938,0.12189649,0.12504492,0.98159082
0.210078,0.649191,0.973275,0.07641733,0.11791465,0.12251704,0.98246939
0.208137,0.664811,0.972426,0.07547347,0.11393008,0.11998628,0.98332446
0.206197,0.680432,0.971578,0.07452771,0.10994237,0.11745238,0.98415610
0.203753,0.695455,0.972055,0.07322791,0.10741810,0.11500841,0.98482084
0.201309,0.710479,0.972532,0.07192703,0.10489226,0.11256275,0.98547133
0.198866,0.725502,0.973008,0.07062509,0.10236484,0.11011541,0.98610757
0.197866,0.737570,0.974268,0.06902564,0.10150321,0.10771370,0.98657504
0.196866,0.749637,0.975527,0.06742574,0.10064075,0.10531127,0.98703330
0.195866,0.761707,0.976786,0.06582469,0.09977708,0.10290709,0.98748254
0.196587,0.773913,0.977093,0.06575883,0.09999182,0.10183531,0.98757632
0.197306,0.786101,0.977400,0.06569297,0.10020614,0.10076497,0.98766876
0.198027,0.798300,0.977707,0.06562698,0.10042052,0.09969352,0.98776010
0.200882,0.810319,0.977179,0.06790288,0.10027255,0.09928217,0.98766273
0.203737,0.822337,0.976650,0.07017839,0.10012403,0.09887029,0.98756004
0.206592,0.834356,0.976121,0.07245367,0.09997497,0.09845786,0.98745204
0.210951,0.846030,0.975017,0.07489601,0.10060423,0.09797767,0.98725364
0.215313,0.857709,0.973913,0.07733892,0.10123309,0.09749663,0.98704861
0.219670,0.869378,0.972810,0.07977917,0.10186073,0.09701536,0.98683722
0.225428,0.881480,0.970224,0.08003535,0.10376258,0.09611080,0.98670684
0.231189,0.893588,0.967636,0.08029131,0.10566494,0.09520534,0.98657193
0.236944,0.905683,0.965052,0.08054663,0.10756483,0.09430040,0.98643271
0.244837,0.918218,0.961731,0.07909173,0.10930709,0.09348987,0.98643606
0.252737,0.930764,0.958408,0.07763500,0.11105035,0.09267805,0.98643368
0.260613,0.943273,0.955094,0.07618224,0.11278768,0.09186814,0.98642559
0.269931,0.957036,0.950290,0.07498844,0.11489741,0.09238840,0.98622498
0.279263,0.970819,0.945479,0.07379239,0.11700958,0.09290886,0.98601794
0.288572,0.984568,0.940679,0.07259886,0.11911577,0.09342746,0.98580533
0.297840,0.996575,0.936961,0.06983298,0.12044621,0.09332426,0.98585326
0.307115,1.008593,0.933240,0.06706392,0.12177672,0.09322010,0.98589192
0.316374,1.020589,0.929526,0.06429948,0.12310356,0.09311525,0.98592121
0.324173,1.031618,0.925747,0.06291226,0.12308819,0.09205550,0.98611213
0.331977,1.042654,0.921965,0.06152386,0.12307243,0.09099473,0.98630013
0.339770,1.053674,0.918189,0.06013740,0.12305631,0.08993529,0.98648481
0.345828,1.062632,0.914363,0.05850199,0.12182883,0.08726765,0.98697498
0.351889,1.071593,0.910535,0.05686524,0.12059945,0.08459792,0.98745395
0.357945,1.080547,0.906710,0.05522938,0.11936984,0.08192974,0.98792109
0.362251,1.089046,0.901259,0.05335356,0.11663735,0.07696616,0.98874938
0.366553,1.097538,0.895814,0.05147757,0.11390320,0.07200444,0.98954105
0.370850,1.106018,0.890376,0.04960232,0.11116872,0.06704700,0.99029583
0.374112,1.114245,0.883023,0.04802384,0.10733819,0.05978646,0.99126071
0.377375,1.122471,0.875671,0.04644202,0.10350020,0.05252195,0.99215538
0.380637,1.130697,0.868319,0.04485699,0.09965508,0.04525410,0.99297975
0.383514,1.139591,0.859212,0.04212077,0.09557073,0.03686185,0.99384772
0.386392,1.148486,0.850103,0.03938024,0.09147683,0.02846520,0.99462099
0.389270,1.157382,0.840994,0.03663585,0.08737405,0.02006552,0.99529943
0.392269,1.166878,0.830032,0.03324486,0.08362591,0.01193837,0.99587096
0.395269,1.176376,0.819068,0.02985033,0.07986954,0.00380898,0.99635100
0.398269,1.185874,0.808104,0.02645296,0.07610572,-0.00432100,0.99673943
0.403149,1.194730,0.796218,0.02458788,0.07398657,-0.01077310,0.99689787
0.408071,1.203661,0.784231,0.02270564,0.07184562,-0.01727973,0.99700756
0.412911,1.212442,0.772446,0.02085400,0.06973721,-0.02367589,0.99706634
0.418610,1.219347,0.760607,0.02039689,0.06759515,-0.02915830,0.99707806
0.424337,1.226285,0.748711,0.01993686,0.06544037,-0.03466617,0.99705483
0.430000,1.233145,0.736948,0.01948126,0.06330735,-0.04011143,0.99699736
0.435364,1.238239,0.727848,0.01904005,0.05528041,-0.04555378,0.99724942
0.440727,1.243332,0.718748,0.01859706,0.04724851,-0.05099166,0.99740743
0.446091,1.248426,0.709648,0.01815229,0.03921178,-0.05642498,0.99747138
0.450686,1.252737,0.701609,0.01826482,0.03080602,-0.05969509,0.99757400
0.455281,1.257049,0.693567,0.01837590,0.02239542,-0.06296126,0.99759543
0.459875,1.261360,0.685529,0.01848543,0.01398658,-0.06622090,0.99753569
0.464532,1.264828,0.676925,0.02026037,0.01156816,-0.06680480,0.99749326
0.469190,1.268296,0.668320,0.02203516,0.00914960,-0.06738809,0.99744152
0.473847,1.271764,0.659715,0.02380981,0.00673085,-0.06797077,0.99738045
0.476944,1.274076,0.653481,0.02411324,0.00468421,-0.06884466,0.99732493
0.480041,1.276388,0.647245,0.02441668,0.00263674,-0.06971856,0.99726436
0.483136,1.278699,0.641014,0.02471973,0.00059100,-0.07059135,0.99719880
0.484853,1.280724,0.635592,0.02278406,-0.00118301,-0.07259987,0.99710017
0.486569,1.282747,0.630176,0.02085014,-0.00295517,-0.07460551,0.99699075
0.488285,1.284771,0.624757,0.01891501,-0.00472821,-0.07661136,0.99687039
0.490169,1.287175,0.618681,0.01698075,-0.00662216,-0.07888257,0.99671728
0.492052,1.289579,0.612605,0.01504633,-0.00851598,-0.08115272,0.99655172
0.493936,1.291983,0.606528,0.01311143,-0.01040997,-0.08342220,0.99637365
0.495489,1.294582,0.599234,0.01367303,-0.01246293,-0.08438687,0.99626130
0.497042,1.297183,0.591936,0.01423481,-0.01451678,-0.08535154,0.99614344
0.498595,1.299782,0.584643,0.01479621,-0.01656942,-0.08631520,0.99602019
0.499933,1.302068,0.577493,0.01671789,-0.01744401,-0.08602177,0.99600024
0.501270,1.304355,0.570342,0.01863963,-0.01831857,-0.08572792,0.99597576
0.502608,1.306641,0.563191,0.02056130,-0.01919307,-0.08543368,0.99594676
0.503512,1.309379,0.555534,0.02063764,-0.01658416,-0.08495440,0.99603303
0.504417,1.312117,0.547878,0.02071384,-0.01397522,-0.08447453,0.99611228
0.505321,1.314855,0.540221,0.02078989,-0.01136593,-0.08399402,0.99618452
0.505349,1.316382,0.534589,0.01874681,-0.00990607,-0.08564075,0.99610044
0.505377,1.317910,0.528956,0.01670347,-0.00844605,-0.08728679,0.99600737
0.505405,1.319437,0.523323,0.01466020,-0.00698611,-0.08893186,0.99590532
0.505120,1.320314,0.518455,0.01293730,-0.00547233,-0.09084342,0.99576611
0.504835,1.321191,0.513587,0.01121438,-0.00395858,-0.09275408,0.99561802
0.504550,1.322069,0.508719,0.00949138,-0.00244481,-0.09466389,0.99546104
0.505711,1.321953,0.506067,0.01053625,0.00140342,-0.09575708,0.99534798
0.506872,1.321837,0.503414,0.01158092,0.00525155,-0.09684861,0.99521789
0.508034,1.321721,0.500761,0.01262544,0.00909978,-0.09793853,0.99507077
0.508368,1.320916,0.500505,0.01366045,0.00994503,-0.09902872,0.99494110
0.508702,1.320111,0.500249,0.01469544,0.01079026,-0.10011862,0.99480846
0.509036,1.319306,0.499994,0.01573040,0.01163548,-0.10120826,0.99467284
0.509141,1.318940,0.500228,0.01583373,0.01086305,-0.10225224,0.99457316
0.509246,1.318574,0.500462,0.01593695,0.01009122,-0.10329520,0.99447186
0.509350,1.318208,0.500696,0.01604019,0.00931905,-0.10433844,0.99436882
0.509232,1.318223,0.500786,0.01562467,0.00873233,-0.10506663,0.99430409
0.509114,1.318237,0.500877,0.01520912,0.00814560,-0.10579472,0.99423831
0.508996,1.318251,0.500967,0.01479356,0.00755886,-0.10652271,0.99417148
0.509239,1.318131,0.501287,0.01438709,0.00600795,-0.10718978,0.99411632
0.509481,1.318011,0.501607,0.01398058,0.00445701,-0.10785654,0.99405817
0.509596,1.317515,0.502499,0.01354674,0.00117311,-0.10865443,0.99398658
0.509710,1.317018,0.503393,0.01311201,-0.00211634,-0.10945240,0.99390330
0.509824,1.316523,0.504283,0.01267856,-0.00539488,-0.11024646,0.99380877
0.509794,1.316255,0.504791,0.01322499,-0.00777893,-0.11089415,0.99371378
0.509763,1.315988,0.505298,0.01377134,-0.01016291,-0.11154112,0.99361242
0.509733,1.315721,0.505806,0.01431760,-0.01254683,-0.11218738,0.99350469
0.509413,1.315298,0.506399,0.01418163,-0.01489270,-0.11295103,0.99338772
0.509093,1.314875,0.506991,0.01404573,-0.01723594,-0.11371317,0.99326480
0.508774,1.314453,0.507583,0.01390964,-0.01958073,-0.11447514,0.99313572
0.508646,1.314133,0.508168,0.01310681,-0.02123994,-0.11501434,0.99305024
0.508519,1.313813,0.508753,0.01230377,-0.02289942,-0.11555322,0.99296107
0.508392,1.313493,0.509338,0.01150068,-0.02455880,-0.11609167,0.99286823
0.508438,1.313351,0.509629,0.01167607,-0.02497182,-0.11613694,0.99285059
0.508484,1.313209,0.509920,0.01185142,-0.02538476,-0.11618218,0.99283274
0.508530,1.313067,0.510210,0.01202679,-0.02579772,-0.11622740,0.99281470
0.508496,1.312936,0.510655,0.01183015,-0.02666860,-0.11615190,0.99280289
0.508461,1.312805,0.511100,0.01163349,-0.02753953,-0.11607631,0.99279027
0.508426,1.312674,0.511545,0.01143684,-0.02841038,-0.11600063,0.99277686
0.508392,1.312543,0.511989,0.01124017,-0.02928120,-0.11592486,0.99276266
0.508225,1.312877,0.511372,0.01025081,-0.02825779,-0.11526409,0.99287996
0.508058,1.313211,0.510754,0.00926143,-0.02723433,-0.11460305,0.99299479
0.507891,1.313546,0.510137,0.00827175,-0.02621051,-0.11394153,0.99310720
0.507892,1.313593,0.509970,0.00730436,-0.02574399,-0.11367340,0.99315772
0.507893,1.313640,0.509803,0.00633757,-0.02527773,-0.11340530,0.99320698
0.507894,1.313686,0.509636,0.00537034,-0.02481123,-0.11313694,0.99325505
0.507987,1.313573,0.509737,0.00544756,-0.02440159,-0.11319120,0.99325860
0.508081,1.313460,0.509838,0.00552477,-0.02399198,-0.11324543,0.99326197
0.508175,1.313347,0.509939,0.00560199,-0.02358233,-0.11329965,0.99326516
0.508129,1.313082,0.510399,0.00618688,-0.02427034,-0.11366653,0.99320320
0.508083,1.312816,0.510858,0.00677177,-0.02495834,-0.11403331,0.99314029
0.508037,1.312551,0.511318,0.00735666,-0.02564633,-0.11439998,0.99307643
0.508225,1.312355,0.511392,0.00699119,-0.02602244,-0.11502519,0.99299706
0.508412,1.312159,0.511466,0.00662572,-0.02639852,-0.11565031,0.99291703
0.508600,1.311964,0.511540,0.00626025,-0.02677459,-0.11627535,0.99283633
0.508732,1.312046,0.511608,0.00715898,-0.02718065,-0.11609152,0.99284073
0.508864,1.312129,0.511676,0.00805768,-0.02758667,-0.11590757,0.99284414
0.508996,1.312212,0.511744,0.00895644,-0.02799269,-0.11572349,0.99284655
0.509246,1.312491,0.511262,0.00914794,-0.02762475,-0.11568768,0.99285928
0.509496,1.312769,0.510780,0.00933944,-0.02725683,-0.11565185,0.99287184
0.509746,1.313048,0.510297,0.00953093,-0.02688889,-0.11561600,0.99288423
0.509316,1.314295,0.510598,0.00807056,-0.02755446,-0.11711660,0.99270304
0.508886,1.315542,0.510898,0.00661022,-0.02821987,-0.11861657,0.99251703
0.508456,1.316789,0.511198,0.00514969,-0.02888521,-0.12011611,0.99232618
0.507865,1.319696,0.511380,0.00349596,-0.02873953,-0.12488020,0.99174934
0.507274,1.322603,0.511562,0.00184205,-0.02859311,-0.12964130,0.99114690
0.506683,1.325509,0.511744,0.00018823,-0.02844596,-0.13439869,0.99051895
0.506056,1.331561,0.510469,-0.00052906,-0.02509731,-0.14159558,0.98960625
0.505429,1.337613,0.509193,-0.00124629,-0.02174718,-0.14878307,0.98862991
0.504802,1.343665,0.507918,-0.00196347,-0.01839550,-0.15596133,0.98758990
0.504531,1.350838,0.507267,-0.00213697,-0.01626763,-0.16565999,0.98604643
0.504260,1.358011,0.506617,-0.00231027,-0.01413797,-0.17534258,0.98440325
0.503989,1.365190,0.505966,-0.00248346,-0.01200531,-0.18501456,0.98265931
0.503697,1.371967,0.506993,-0.00249054,-0.01337653,-0.19614918,0.98047966
0.503405,1.378750,0.508021,-0.00249731,-0.01474702,-0.20726643,0.97817019
0.503114,1.385532,0.509049,-0.00250375,-0.01611553,-0.21835618,0.97573285
0.503332,1.391838,0.509375,-0.00299091,-0.01658023,-0.22910047,0.97325697
0.503550,1.398144,0.509701,-0.00347768,-0.01704287,-0.23981634,0.97066244
0.503769,1.404450,0.510027,-0.00396407,-0.01750348,-0.25050390,0.96794923
0.504439,1.410415,0.510321,-0.00444078,-0.01826861,-0.26065707,0.96524838
0.505109,1.416379,0.510615,-0.00491694,-0.01903163,-0.27078019,0.96244050
0.505780,1.422344,0.510908,-0.00539260,-0.01979260,-0.28087397,0.95952540
0.506638,1.428491,0.510400,-0.00612943,-0.01872254,-0.28970990,0.95691174
0.507497,1.434637,0.509891,-0.00686569,-0.01765094,-0.29852014,0.95421540
0.508355,1.440785,0.509382,-0.00760142,-0.01657771,-0.30730534,0.95143619
0.509064,1.445787,0.509430,-0.00792357,-0.01571644,-0.31494470,0.94894681
0.509772,1.450787,0.509478,-0.00824507,-0.01485451,-0.32256021,0.94639647
0.510481,1.455788,0.509527,-0.00856610,-0.01399139,-0.33015653,0.94378363
0.511572,1.459878,0.510164,-0.00871008,-0.01448147,-0.33675551,0.94144047
0.512663,1.463968,0.510801,-0.00885363,-0.01497085,-0.34333804,0.93905084
0.513755,1.468059,0.511439,-0.00899675,-0.01545953,-0.34990418,0.93661472
0.514830,1.472068,0.511066,-0.00837894,-0.01358168,-0.35441167,0.93495332
0.515905,1.476077,0.510692,-0.00776086,-0.01170330,-0.35890995,0.93326655
0.516981,1.480087,0.510319,-0.00714246,-0.00982431,-0.36339929,0.93155430
0.519273,1.484843,0.507186,-0.00461834,-0.00425485,-0.36552618,0.93077988
0.521566,1.489600,0.504053,-0.00209357,0.00131577,-0.36763791,0.92996573
0.523859,1.494356,0.500920,0.00043140,0.00688660,-0.36973410,0.92911199
0.524772,1.497796,0.500484,0.00151736,0.00804459,-0.37319552,0.92771660
0.525686,1.501237,0.500048,0.00260332,0.00920247,-0.37665091,0.92630590
0.526600,1.504677,0.499612,0.00368924,0.01036021,-0.38010010,0.92487997
0.526038,1.506223,0.501718,0.00213964,0.00655458,-0.38559727,0.92264143
0.525475,1.507768,0.503823,0.00059085,0.00275091,-0.39107105,0.92035619
0.524913,1.509314,0.505929,-0.00095844,-0.00105406,-0.39652612,0.91802233
0.524982,1.510549,0.505977,-0.00232121,-0.00199366,-0.40059303,0.91625098
0.525051,1.511783,0.506026,-0.00368384,-0.00293317,-0.40465072,0.91445919
0.525120,1.513018,0.506074,-0.00504646,-0.00387266,-0.40869956,0.91264681
0.525226,1.513692,0.505931,-0.00465680,-0.00233762,-0.41033355,0.91192063
0.525331,1.514366,0.505789,-0.00426711,-0.00080257,-0.41196521,0.91118923
0.525437,1.515040,0.505646,-0.00387737,0.00073258,-0.41359461,0.91045259
0.526061,1.515276,0.504310,-0.00335095,0.00186117,-0.41384776,0.91033804
0.526685,1.515512,0.502975,-0.00282454,0.00298969,-0.41410022,0.91022200
0.527309,1.515748,0.501640,-0.00229809,0.00411829,-0.41435202,0.91010448
0.527166,1.515053,0.502072,-0.00301490,0.00372710,-0.41514092,0.90974449
0.527024,1.514359,0.502505,-0.00373173,0.00333590,-0.41592926,0.90938320
0.526882,1.513664,0.502937,-0.00444855,0.00294468,-0.41671701,0.90902061
0.526680,1.513063,0.503615,-0.00529199,0.00243713,-0.41765597,0.90858656
0.526478,1.512463,0.504292,-0.00613543,0.00192956,-0.41859411,0.90815065
0.526276,1.511863,0.504970,-0.00697890,0.00142196,-0.41953144,0.90771287
0.527001,1.512253,0.504122,-0.00644199,0.00172114,-0.42002092,0.90748993
0.527725,1.512644,0.503275,-0.00590508,0.00202033,-0.42051012,0.90726638
0.528450,1.513035,0.502427,-0.00536782,0.00231970,-0.42099935,0.90704209
0.528443,1.513127,0.502934,-0.00485822,0.00161567,-0.42201870,0.90657267
0.528436,1.513219,0.503441,-0.00434833,0.00091125,-0.42303776,0.90610116
0.528429,1.513310,0.503948,-0.00383840,0.00020677,-0.42405605,0.90562779
0.527795,1.513851,0.504688,-0.00340816,-0.00042811,-0.42533122,0.90503124
0.527160,1.514391,0.505429,-0.00297790,-0.00106301,-0.42660534,0.90443236
0.526526,1.514932,0.506170,-0.00254763,-0.00169791,-0.42787838,0.90383113
0.525273,1.516907,0.506641,-0.00263968,-0.00221209,-0.43084555,0.90241911
0.524020,1.518882,0.507112,-0.00273174,-0.00272644,-0.43380908,0.90099655
0.522767,1.520856,0.507583,-0.00282371,-0.00324045,-0.43676603,0.89956487
0.521769,1.523970,0.507501,-0.00305565,-0.00353666,-0.44062779,0.89767773
0.520771,1.527084,0.507419,-0.00328746,-0.00383271,-0.44448018,0.89577446
0.519773,1.530198,0.507337,-0.00351927,-0.00412876,-0.44832527,0.89385403
0.519080,1.534327,0.506695,-0.00351739,-0.00428405,-0.45194315,0.89202952
0.518388,1.538458,0.506053,-0.00351544,-0.00443932,-0.45555477,0.89018975
0.517696,1.542587,0.505412,-0.00351344,-0.00459443,-0.45915670,0.88833646
0.516672,1.546424,0.504499,-0.00370679,-0.00387357,-0.46187444,0.88692912
0.515650,1.550259,0.503587,-0.00390001,-0.00315300,-0.46458630,0.88551364
0.514627,1.554096,0.502675,-0.00409323,-0.00243225,-0.46729415,0.88408908
0.513528,1.557969,0.501946,-0.00320056,-0.00065039,-0.46949353,0.88292987
0.512430,1.561842,0.501218,-0.00230784,0.00113153,-0.47168818,0.88176167
0.511331,1.565715,0.500490,-0.00141509,0.00291346,-0.47387808,0.88058451
0.508819,1.568555,0.501527,0.00044046,0.00362641,-0.47688186,0.87895981
0.506307,1.571395,0.502565,0.00229598,0.00433930,-0.47987814,0.87732142
0.503795,1.574235,0.503603,0.00415157,0.00505217,-0.48286711,0.87566923
0.501698,1.577093,0.503178,0.00510464,0.00452966,-0.48771473,0.87297638
0.499600,1.579952,0.502752,0.00605753,0.00400701,-0.49254675,0.87025568
0.497502,1.582810,0.502326,0.00701032,0.00348419,-0.49736345,0.86750696
0.496012,1.584569,0.503098,0.00645488,0.00296212,-0.50343830,0.86400199
0.494521,1.586328,0.503869,0.00589910,0.00243989,-0.50948828,0.86045392
0.493031,1.588087,0.504641,0.00534286,0.00191736,-0.51551484,0.85686185
0.491370,1.589663,0.504516,0.00327062,0.00117210,-0.52100902,0.85354410
0.489710,1.591240,0.504391,0.00119769,0.00042659,-0.52648067,0.85018615
0.488049,1.592816,0.504265,-0.00087536,-0.00031896,-0.53192821,0.84678894
0.486557,1.595373,0.504069,0.00004559,-0.00131703,-0.53644486,0.84393435
0.485066,1.597929,0.503874,0.00096652,-0.00231505,-0.54094517,0.84105412
0.483574,1.600486,0.503678,0.00188745,-0.00331304,-0.54542917,0.83814824
0.481529,1.602483,0.505102,0.00378886,-0.00367521,-0.54871764,0.83599108
0.479483,1.604480,0.506527,0.00569021,-0.00403731,-0.55199558,0.83381784
0.477437,1.606477,0.507951,0.00759147,-0.00439934,-0.55526295,0.83162857
0.476187,1.607637,0.507827,0.00623158,-0.00404296,-0.55742391,0.83019480
0.474936,1.608797,0.507704,0.00487176,-0.00368658,-0.55957981,0.82875395
0.473685,1.609958,0.507580,0.00351180,-0.00333014,-0.56173100,0.82730578
0.472643,1.611103,0.508324,0.00264913,-0.00265980,-0.56364229,0.82601046
0.471601,1.612248,0.509069,0.00178648,-0.00198947,-0.56554983,0.82470979
0.470560,1.613393,0.509813,0.00092382,-0.00131913,-0.56745367,0.82340375
0.470614,1.615806,0.507299,-0.00138553,0.00016616,-0.56773318,0.82321145
0.470667,1.618219,0.504785,-0.00369485,0.00165144,-0.56800834,0.82301285
0.470721,1.620632,0.502270,-0.00600417,0.00313672,-0.56827915,0.82280795
0.469614,1.622113,0.503839,-0.00643368,0.00274829,-0.57195446,0.82025554
0.468507,1.623595,0.505408,-0.00686306,0.00235980,-0.57561824,0.81768636
0.467400,1.625077,0.506976,-0.00729231,0.00197126,-0.57927024,0.81510056
0.466766,1.627210,0.506745,-0.00543270,-0.00196330,-0.58340718,0.81215928
0.466126,1.629363,0.506511,-0.00355561,-0.00593425,-0.58755603,0.80915391
0.465498,1.631477,0.506282,-0.00171275,-0.00983218,-0.59160284,0.80616777
0.465004,1.631725,0.506446,-0.00238782,-0.01131179,-0.59284098,0.80523656
0.464510,1.631973,0.506610,-0.00306287,-0.01279131,-0.59407610,0.80430130
0.464017,1.632221,0.506774,-0.00373795,-0.01427087,-0.59530831,0.80336193
0.469968,1.619926,0.500674,0.01248530,-0.00100135,-0.57639983,0.81707182
0.475922,1.607624,0.494571,0.02870438,0.01227580,-0.55691383,0.82998335
0.481870,1.595334,0.488474,0.04487930,0.02552786,-0.53689875,0.84206526
0.487820,1.583038,0.482373,0.06101768,0.03876103,-0.51634565,0.85332385
0.493771,1.570742,0.476273,0.07709620,0.05195624,-0.49528375,0.86374228
0.499723,1.558446,0.470173,0.09309977,0.06510106,-0.47373280,0.87331067
0.499182,1.557864,0.470776,0.09524620,0.06487538,-0.47442312,0.87272106
0.498642,1.557282,0.471379,0.09739218,0.06464933,-0.47511085,0.87212666
0.498102,1.556700,0.471982,0.09953852,0.06442283,-0.47579627,0.87152722
0.497657,1.556884,0.472866,0.09804403,0.06415937,-0.47662503,0.87126318
0.497211,1.557067,0.473751,0.09654878,0.06389563,-0.47745260,0.87099638
0.496766,1.557250,0.474635,0.09505314,0.06363168,-0.47827875,0.87072691
0.497277,1.557835,0.473519,0.09637215,0.06286946,-0.47839744,0.87057207
0.497787,1.558419,0.472403,0.09769004,0.06210760,-0.47851493,0.87041528
0.498298,1.559004,0.471287,0.09900824,0.06134530,-0.47863134,0.87025638
0.499199,1.559630,0.470352,0.09903607,0.06052480,-0.47826829,0.87051022
0.500100,1.560256,0.469418,0.09906381,0.05970421,-0.47790481,0.87076332
0.501001,1.560882,0.468483,0.09909147,0.05888352,-0.47754088,0.87101568
